Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Pre Seed Round - Inkoms,https://www.crunchbase.com/funding_round/inkoms-pre-seed--6620c1a5,Pre-Seed,,,,2023-05-30,,1,Wealthtech,Wealth Management,"Medellín, Antioquia, Colombia, South America",,https://www.inkoms.com/,Inkoms,https://www.crunchbase.com/organization/inkoms
"Pre Seed Round - MYLO, Inc.",https://www.crunchbase.com/funding_round/mylo-inc-pre-seed--d7609ff3,Pre-Seed,1400000,USD,1400000,2023-06-01,,1,SaaS for storage and moving,,"Minneapolis, Minnesota, United States, North America",,http://getmylo.com/,"MYLO, Inc.",https://www.crunchbase.com/organization/mylo-inc
Seed Round - Fando,https://www.crunchbase.com/funding_round/wtf-media-seed--d8cc0766,Seed,5000000,USD,5000000,2023-06-08,2,5,"Fando Network is a developer of a tokenization platform for sports, esports creators, and fans.","Blockchain, Cryptocurrency, eSports, Internet, Media and Entertainment, Social Media, Social Network, Sports","Singapore, Central Region, Singapore, Asia",,https://www.fando.ai,Fando,https://www.crunchbase.com/organization/wtf-media
Seed Round - Enersee,https://www.crunchbase.com/funding_round/eneos-d9b1-seed--285ca4df,Seed,1200000,EUR,1294860,2023-06-14,1,1,Energy analytics software for real estate owners and managers,"Enterprise Software, Real Estate","Brussels, Brussels Hoofdstedelijk Gewest, Belgium, Europe",,https://www.enersee.ai,Enersee,https://www.crunchbase.com/organization/eneos-d9b1
Seed Round - The Bunny Hive,https://www.crunchbase.com/funding_round/the-bunny-hive-seed--7fc8e731,Seed,100000,USD,100000,2023-06-09,,1,Bunny Hive is a boutique social studio for children and adults.,"Children, Communities, Consumer Goods, Social","Atlanta, Georgia, United States, North America",,https://thebunnyhive.com/,The Bunny Hive,https://www.crunchbase.com/organization/the-bunny-hive
Seed Round - FCUK Ecosystem,https://www.crunchbase.com/funding_round/fcuk-ecosystem-seed--4376062b,Seed,780000,USD,780000,2023-06-05,1,1,We develop Blockchain solutions,"Cryptocurrency, Software","Limassol, Limassol, Cyprus, Europe",,,FCUK Ecosystem,https://www.crunchbase.com/organization/fcuk-ecosystem
Seed Round - YepChat,https://www.crunchbase.com/funding_round/yepchat-seed--eba5e6cb,Seed,1000000,USD,1000000,2023-06-05,12,1,Intelligent Communication Platform for Restaurants,"Hospitality, Messaging, SaaS","Venice, California, United States, North America",,http://www.yepchat.com/,YepChat,https://www.crunchbase.com/organization/yepchat
Pre Seed Round - NeighborHub,https://www.crunchbase.com/funding_round/neighborhub-pre-seed--cad16609,Pre-Seed,,,,2023-06-02,,1,NeighborHub: Your Gateway to Community Living and Connectivity!,"Internet of Things, Mobile Apps, Property Management, Rental Property, Smart Building, Software","Las Vegas, Nevada, United States, North America",,http://www.nicheleco.com/nh-app,NeighborHub,https://www.crunchbase.com/organization/neighborhub
Pre Seed Round - imeetify.com,https://www.crunchbase.com/funding_round/imeetify-pre-seed--9e1976a6,Pre-Seed,285000,USD,285000,2023-06-03,,1,Our dynamic yet easy-to-use scheduler allows you to focus and align your day-to-day tasks. create group events and manage with ease,"Enterprise Software, Events, Human Resources, Recruiting, SaaS, Service Industry, Small and Medium Businesses, Software","Lewes, Delaware, United States, North America",,https://imeetify.com,imeetify.com,https://www.crunchbase.com/organization/imeetify
Seed Round - Collectibles.com,https://www.crunchbase.com/funding_round/collectibles-com-seed--37a6a323,Seed,5000000,USD,5000000,2023-06-13,9,2,Collectibles.com is a Web3 community and marketplace for collectors and the worldwide collectibles sector.,Software,,,https://www.collectibles.com,Collectibles.com,https://www.crunchbase.com/organization/collectibles-com
Seed Round - SnapCalorie,https://www.crunchbase.com/funding_round/snapcalorie-seed--8ae79078,Seed,2000000,USD,2000000,2023-06-15,,2,SnapCalorie is the app where you can take a photo of ANY meal and get an accurate calorie count.,"Apps, Fitness, Wellness","Great Falls, Virginia, United States, North America",,https://www.snapcalorie.com/,SnapCalorie,https://www.crunchbase.com/organization/snapcalorie
